image_id,antelope,bat,beaver,bobcat,buffalo,chihuahua,chimpanzee,collie,dalmatian,german+shepherd,grizzly+bear,hippopotamus,horse,killer+whale,mole,moose,mouse,otter,ox,persian+cat,raccoon,rat,rhinoceros,seal,siamese+cat,spider+monkey,squirrel,walrus,weasel,wolf
Img-1.jpg,6.853989946657165e-07,4.5334539913403865e-08,5.098884133337578e-07,1.6622880453556057e-07,0.9989489169554167,1.2520305958217953e-08,1.0738025088295798e-06,1.0653659660037015e-06,7.607428938925654e-07,3.018828608604337e-08,3.106906712361223e-05,6.560381079001967e-07,6.634317614420009e-07,3.8933617921655443e-07,3.214476544499773e-07,5.039223336665696e-06,8.167150170707822e-08,2.9566500542068213e-08,0.00013429925102540223,8.428071418778807e-07,8.728508895911259e-08,1.8222733528707924e-07,2.701559773530943e-05,3.855051242842305e-07,2.3343912000053976e-07,2.49616467637082e-07,2.0142805075290857e-07,1.11362270060604e-07,3.0333910799778524e-08,5.913534202896606e-08
Img-2.jpg,0.0009435635319067497,0.00010343631678686167,0.00016345739484518895,0.015820158472976686,0.0007959350552795372,0.00017571686062624724,9.142532115123496e-05,0.00048822650388709955,0.00047811956134815713,0.00047485449910253564,0.00024064332852875476,0.003636149877805204,0.0006228938119660398,0.0006971069451260001,0.001126724470982087,0.0022221534045713406,0.000501403888223112,0.00022810472332060024,0.0007951977593747859,0.6160182232202226,0.000551250221070519,0.0006143661974816258,0.007551340006494014,0.009057132545791389,0.11980639930939437,9.538019052702768e-05,0.00979534648212548,0.003945312445723431,0.0006101135270087793,0.0009650127862552807
Img-3.jpg,0.00039176135282927206,1.556047900340346e-05,0.00011829922480329805,0.0005350662938779988,0.00247202643585907,1.6133620384976602e-05,7.640085166827396e-05,6.220613236901496e-06,2.7815810356943692e-05,4.5736298376735295e-06,3.367443619369447e-05,0.011392130030128254,5.0140250602520124e-05,2.094876073588006e-05,0.00010535673530621523,0.00047042834641709255,7.648836882852987e-05,1.3717526548383275e-05,8.591239382426118e-06,4.309692641300351e-05,1.214332339122153e-05,0.00010288449916066308,0.9760898085127362,8.593366235209693e-06,2.147547841891072e-05,5.518370740288297e-06,6.301585913931826e-05,5.719837488434003e-06,5.0660048614545074e-05,0.0006041701077660662
Img-4.jpg,9.768700754004523e-07,1.1699997895702888e-05,2.1539997597599865e-06,3.774054480020009e-06,4.024022710889937e-06,2.2805992703570966e-05,3.9126954316761355e-05,1.5978051739132342e-05,2.501681761684483e-06,4.349112592110453e-05,3.4354756306195736e-06,1.3462684781667608e-06,2.1549611910824008e-07,1.3376172830845152e-05,0.00015415363471435242,2.6701775288620793e-06,2.287515202907749e-05,5.0745080361687475e-05,1.578367357924257e-06,6.642266770934227e-05,0.998660393353957,2.9117959511677326e-05,3.7116208240683747e-07,6.6720265180905034e-06,9.351325283879714e-05,2.0838740572386638e-05,9.224103827704176e-06,8.339710569540444e-07,0.00022224291814809937,6.996956910977056e-05
Img-5.jpg,1.111834693334036e-05,0.17485670903649994,0.0009815643871885049,3.1723648712653156e-05,0.00010140502714529522,0.0005283935213957917,2.080264874201891e-05,0.00010937700914086837,3.217680742009453e-05,8.370667126985985e-05,0.0007102919071126229,0.000422822266037127,2.7110451048772316e-05,5.665016243102826e-05,0.7844408098432921,0.0004980680889687554,0.00025162110978577297,0.00013322423537624677,0.0001984571541022903,0.00041140556992577286,0.009233439214515358,0.003936577645761049,1.9939764126234167e-05,3.817201287635267e-05,0.00012200663256746158,0.00010211349854092748,0.0001269819990494873,0.00023858823623243666,0.0006825728360405387,0.00023256318012097678
Img-6.jpg,2.0825123477141533e-07,2.34306908487586e-07,2.6959957886499564e-06,3.7869367112131273e-07,3.5959038506229838e-06,1.3996628936467165e-07,7.050798521114045e-07,1.0726941900109298e-07,4.150941966278979e-08,2.1157963145743256e-08,9.583262507563644e-07,1.2016063704133397e-06,1.0658679362945955e-09,6.156085728722107e-07,2.7399482748784145e-06,4.355537646139727e-08,1.5690010033627576e-07,1.9402064311152075e-05,6.857753970011639e-07,4.4681995596684794e-08,2.0772302060372605e-07,4.169750511817223e-06,2.783838199211441e-06,0.9994221658563242,5.658062539708712e-08,6.041868921869053e-08,4.5091553310409594e-08,0.0003691253881476916,3.283560291833576e-07,2.722039987932488e-07
Img-7.jpg,0.0005725271639046395,3.8225044537448225e-06,4.078576812970426e-05,5.153559981145753e-05,0.0001819616813817816,1.9661438448012397e-06,5.042286252763621e-06,9.338724031602604e-06,2.3241933750048212e-06,2.235989603631701e-05,3.096612722577042e-05,6.131527300896653e-06,0.0005341695477054454,6.5933516777029876e-06,2.4520881360012878e-05,0.9955495035056046,1.1986380101792953e-05,1.0874430020103123e-05,3.711456901175332e-05,1.9943834137960134e-06,5.6843094560619235e-06,1.0136050066342195e-05,6.547075861196947e-05,1.0345768210282889e-06,1.4110671006947189e-06,4.19231058631795e-06,3.3978596726763894e-05,7.066577575957119e-07,3.5360159980593977e-06,0.0005001255698990122
Img-8.jpg,2.278256766353433e-05,3.5520831946907436e-06,1.2086778726442336e-05,1.5389103632116907e-05,6.065289054019669e-06,3.853309150119569e-06,1.5056921379546664e-05,7.470635853841191e-07,4.565484410789013e-06,4.321887199418791e-06,1.8769323830010766e-05,2.4629647514105537e-05,0.9919711958627674,1.5503872103305677e-06,6.515588331488263e-07,0.00022889595223854006,2.0115747822968077e-06,1.585373058300563e-06,7.124106485693767e-06,2.7941121848082623e-06,1.6574013375399755e-06,1.6269742740770058e-06,0.0006842482776755875,4.22501731456535e-06,2.6908669122164328e-06,1.411746639115971e-05,3.86066575170449e-06,6.561319430982308e-06,1.53598818679887e-06,1.4681459890790391e-05
Img-9.jpg,2.182169695730318e-06,5.717524694963005e-07,1.7897979132689144e-05,4.35479134615793e-07,0.9996283329598726,2.0945161339645414e-08,3.182249842074242e-07,1.5636993269355779e-07,4.4439419556991287e-08,1.1182509591630584e-07,6.751255403162141e-06,8.650829892261667e-06,1.751204165925264e-07,3.1295047329233026e-07,6.853067883468359e-06,3.095630448991559e-05,5.690168946811896e-07,9.238398276254386e-08,0.00024933642388759214,1.0496318447921585e-06,1.4749944314756211e-05,3.9336390981359485e-07,2.129284210896704e-06,4.6833651146549746e-07,3.335929886079457e-07,2.547617644127941e-07,2.649861275666309e-06,1.7250746644815115e-07,1.848035642971428e-08,2.466099857473314e-07
Img-10.jpg,1.495574162579877e-06,6.800817227859017e-07,9.358872089082797e-06,8.810026581716255e-06,4.966268540421067e-07,2.1856677785913945e-06,2.7922758620020624e-06,3.17871225387583e-05,0.9992781152523156,1.6023898538061266e-06,9.689320228796528e-06,1.2766426293003184e-05,2.8828537757466126e-06,6.533471091161343e-06,4.047442374568167e-06,1.8058218222549806e-07,2.6842569566561803e-06,3.688990017836806e-06,5.49048625934046e-06,9.704527832738673e-07,7.34749570209529e-07,2.7533999991839907e-06,1.949317922901239e-05,2.2457150688754794e-05,1.9025710324384213e-07,1.0735573185015934e-06,1.3247760066359047e-05,4.1716173722496646e-06,2.3583015259859797e-06,1.1201611818212592e-06
