image_id,antelope,bat,beaver,bobcat,buffalo,chihuahua,chimpanzee,collie,dalmatian,german+shepherd,grizzly+bear,hippopotamus,horse,killer+whale,mole,moose,mouse,otter,ox,persian+cat,raccoon,rat,rhinoceros,seal,siamese+cat,spider+monkey,squirrel,walrus,weasel,wolf
Img-1.jpg,2.675158e-06,1.3387574e-06,1.906598e-06,1.955857e-06,0.99914277,3.7891233e-08,4.5846932e-07,1.0488325e-06,1.5589764e-06,2.367062e-07,4.3062228e-05,7.278542e-06,4.3863376e-05,2.1581088e-06,8.523898e-07,7.916346e-05,3.2505073e-07,2.430669e-07,0.00059918326,1.6126213e-06,1.9285812e-06,1.2611125e-06,5.6528595e-05,1.4721235e-06,8.05484e-07,4.4589746e-07,9.071466e-08,2.6794933e-06,2.597087e-07,2.8222632e-06
Img-2.jpg,0.00034445513,0.00022801361,0.00032172233,0.41544807,0.00030057767,0.0011404557,0.0011444406,0.0007691872,0.00028927947,0.0035111276,0.00029315287,0.02757471,0.0035244902,0.0033362187,0.005907974,0.004318228,0.00076054386,0.0011266579,0.00045475844,0.28840795,0.0020354558,0.00040297394,0.020612707,0.06386391,0.1460449,0.00012743442,0.0025126124,0.0034781175,0.0006758733,0.0010440523
Img-3.jpg,0.00034791592,3.3429053e-05,0.00012777945,0.0003780195,0.0027900643,6.230557e-05,6.9602866e-05,1.074792e-05,0.00014636623,7.532089e-05,0.0006772593,0.049413357,4.5537494e-05,0.0001942619,8.176902e-05,0.0007884304,2.8564604e-05,5.0871866e-05,0.00028172525,1.3896007e-05,0.0002501531,1.4525995e-05,0.94316757,0.00010662148,5.4604567e-05,2.462634e-05,4.029788e-05,5.4064636e-05,0.00039051805,0.0002798596
Img-4.jpg,2.4687835e-05,0.00013650826,0.00037656198,1.2830363e-05,0.00088902324,0.00043237917,6.792788e-06,4.235213e-05,9.269724e-06,1.1975329e-05,8.739411e-05,1.16282245e-05,2.3826312e-06,3.4089626e-05,0.0022208134,9.288883e-06,0.0001778065,8.3848594e-05,0.00014202262,0.0002627033,0.9911328,0.0013634783,3.451018e-05,3.0512603e-05,0.00013276703,0.0003246246,6.160912e-05,6.4324944e-05,0.0013570265,0.0005239652
Img-5.jpg,0.00024351101,0.051636282,0.001265909,0.00042215968,0.0005473814,0.0018640303,0.00014356412,0.001741599,0.00014096897,0.0008282466,0.009116805,0.00013209258,6.1728846e-05,1.6254042e-05,0.8739335,0.0011658187,0.000806117,0.00013794041,0.00093018677,0.00016492279,0.043676298,0.0063654636,7.154419e-05,2.1576112e-05,0.002009033,6.2760104e-05,0.0001712943,3.690697e-05,0.0022084815,7.75781e-05
Img-6.jpg,2.7380813e-06,4.083102e-07,9.378301e-06,6.411959e-06,0.0010275746,1.9611882e-06,1.8441415e-06,6.1943786e-07,3.2954792e-06,2.9041096e-06,5.4247525e-06,4.1015504e-05,2.1607818e-07,4.0594277e-06,1.9797368e-05,1.8407003e-05,3.6550132e-06,0.0001111169,2.3923129e-05,5.7104873e-05,1.1937484e-06,2.929945e-06,1.3020531e-05,0.9984717,8.380451e-05,1.1074904e-06,2.127974e-05,4.261043e-05,1.684548e-05,3.5503492e-06
Img-7.jpg,0.005798447,1.5706742e-05,2.5466905e-05,0.00013126736,0.00038457345,5.500646e-07,8.23863e-06,2.656333e-06,6.942824e-06,1.8722754e-05,6.744066e-05,2.8923716e-05,0.002532946,1.1427181e-05,6.285987e-05,0.9694929,3.1798405e-05,1.3067112e-05,9.866082e-05,7.4758935e-07,4.1262858e-05,1.44077085e-05,0.0002754563,3.5379808e-06,7.1173883e-07,6.687414e-06,2.5713709e-05,4.520988e-06,1.7235689e-06,0.020892622
Img-8.jpg,0.00013865287,1.1628388e-05,2.7801448e-06,5.3719887e-06,4.3097352e-06,5.5465434e-06,1.4461994e-05,1.8988351e-07,5.5127373e-07,1.1844304e-06,7.008305e-06,4.583732e-06,0.99911374,1.1084192e-06,5.4562365e-06,0.00055478077,2.0310915e-06,2.3177686e-06,1.5924412e-06,2.84378e-07,2.537636e-07,5.548223e-07,0.0001088439,1.0762108e-06,1.1021432e-06,6.137183e-07,8.363357e-07,7.507479e-06,8.9687866e-08,1.512483e-06
Img-9.jpg,1.2943174e-06,2.7270446e-05,0.00010178348,1.6101758e-06,0.99923396,8.769068e-08,8.831231e-06,3.021194e-08,5.7691346e-07,4.1414793e-08,2.5735484e-05,3.6770293e-06,1.4520004e-06,1.1541199e-05,1.792418e-05,0.00038048511,4.953009e-07,6.401551e-07,9.518566e-05,1.0143933e-05,2.8444587e-05,2.038672e-06,2.728046e-05,8.387965e-06,8.678952e-07,4.76646e-06,2.425538e-06,1.2021239e-06,8.3527175e-07,9.77332e-07
Img-10.jpg,4.2209715e-05,6.763257e-05,6.3191095e-05,0.00015611424,0.0002211209,0.00010312078,0.00029676344,6.948893e-05,0.997001,5.8860765e-05,2.93867e-05,0.00014013647,0.00010676416,9.964752e-05,5.2360534e-05,1.9020148e-05,3.655567e-05,6.740087e-06,0.00017990825,2.2731725e-05,9.760626e-05,2.393126e-05,0.0002629961,0.00036648382,1.3141116e-05,6.1353596e-05,0.00013791624,4.9810766e-05,3.3572604e-05,0.00018032618
Img-11.jpg,5.8863505e-05,0.00012329117,0.0005401856,9.265074e-06,0.04354264,2.5034149e-05,6.27748e-06,0.00011882129,5.915041e-06,3.2805776e-05,0.0013614518,4.609977e-05,0.0001872556,3.546274e-05,1.3326383e-05,0.0037769938,2.2687216e-05,2.2888238e-05,0.94812137,7.121934e-05,4.4761953e-05,0.00019335143,0.0011015174,8.0551385e-05,2.3491897e-05,0.00013608657,8.958265e-06,0.000218986,5.7956877e-05,1.2480249e-05
